code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
DFB,26.316971,-80.12224300000001,"Deerfield Beach, Florida",Deerfield Beach,FL,United States,,,,Railway Stations,,,,,,0,0
CVS,38.0317562,-78.4910357,"Charlottesville, Virginia",Charlottesville,VA,United States,,,,Railway Stations,,,,,,0,0
DAL,32.7761879,-96.8075123,"Dallas, Texas",Dallas,TX,United States,,,,Railway Stations,,,,,,0,0
DDG,37.75269840000001,-100.0169778,"Dodge City, Kansas",Dodge City,KS,United States,,,,Railway Stations,,,,,,0,0
DRD,42.9104536,-83.9821669,"Durand, Michigan",Durand,MI,United States,,,,Railway Stations,,,,,,0,0
DIL,34.4175758,-79.37217179999999,"Dillon, South Carolina",Dillon,SC,United States,,,,Railway Stations,,,,,,0,0
DEM,32.2707587,-107.7554015,"Deming, New Mexico",Deming,NM,United States,,,,Railway Stations,,,,,,0,0
DHM,43.1393624,-70.9361321,"Durham, New Hampshire",Durham,NH,United States,,,,Railway Stations,,,,,,0,0
DAV,38.5437244,-121.7384017,"Davis, California",Davis,CA,United States,,,,Railway Stations,,,,,,0,0
DOV,43.1975565,-70.87762289999999,"Dover, New Hampshire",Dover,NH,United States,,,,Railway Stations,,,,,,0,0
DRT,29.3632396,-100.9016671,"Del Rio, Texas",Del Rio,TX,United States,,,,Railway Stations,,,,,,0,0
EDM,47.8111305,-122.3841639,"Edmonds, Washington",Edmonds,WA,United States,,,,Railway Stations,,,,,,0,0
DEN,39.7531224,-105.0001446,"Denver, Colorado",Denver,CO,United States,,,,Railway Stations,,,,,,0,0
DYE,41.5151127,-87.5187681,"Dyer, Indiana",Dyer,IN,United States,,,,Railway Stations,,,,,,0,0
EPH,47.3203798,-119.5500082,"Ephrata, Washington",Ephrata,WA,United States,,,,Railway Stations,,,,,,0,0
FLN,43.015549,-83.65138879999999,"Flint, Michigan",Flint,MI,United States,,,,Railway Stations,,,,,,0,0
ESX,44.4925673,-73.1101764,"Essex Junction, Vermont",Essex Jct.,VT,United States,,,,Railway Stations,,,,,,0,0
EKH,41.680614,-85.972208,"Elkhart, Indiana",Elkhart,IN,United States,,,,Railway Stations,,,,,,0,0
ELK,40.8367006,-115.7546836,"Elko, Nevada",Elko,NV,United States,,,,Railway Stations,,,,,,0,0
EVR,47.97559589999999,-122.1984182,"Everett, Washington",Everett,WA,United States,,,,Railway Stations,,,,,,0,0
ELT,40.1476261,-76.613671,"Elizabethtown, Pennsylvania",Elizabethtown,PA,United States,,,,Railway Stations,,,,,,0,0
DUN,41.2112326,-122.2705861,"Dunsmuir (Amtrak Station), California",Dunsmuir,CA,United States,,,,Railway Stations,,,,,,0,0
EMY,37.8406179,-122.2917696,"Emeryville, California",Emeryville,CA,United States,,,,Railway Stations,,,,,,0,0
ERI,42.1207438,-80.0823217,"Erie, Pennsylvania",Erie,PA,United States,,,,Railway Stations,,,,,,0,0
EUG,44.055506,-123.094523,"Eugene, Oregon",Eugene,OR,United States,,,,Railway Stations,,,,,,0,0
FBG,38.2984265,-77.457009,"Fredericksburg, Virginia",Fredericksburg,VA,United States,,,,Railway Stations,,,,,,0,0
FMD,40.6239069,-91.333275,"Fort Madison, Iowa",Fort Madison,IA,United States,,,,Railway Stations,,,,,,0,0
FMG,40.24632,-103.802779,"Fort Morgan, Colorado",Fort Morgan,CO,United States,,,,Railway Stations,,,,,,0,0
ELP,31.757389,-106.4958622,"El Paso, Texas",El Paso,TX,United States,,,,Railway Stations,,,,,,0,0
ESM,48.27859850000001,-113.6115217,"Essex, Montana",Essex,MT,United States,,,,Railway Stations,,,,,,0,0
DWT,41.0925968,-88.428472,"Dwight, Illinois",Dwight,IL,United States,,,,Railway Stations,,,,,,0,0
FLG,35.1974754,-111.6542319,"Flagstaff, Arizona",Flagstaff,AZ,United States,,,,Railway Stations,,,,,,0,0
ELY,41.3694543,-82.0969662,"Elyria, Ohio",Elyria,OH,United States,,,,Railway Stations,,,,,,0,0
FED,43.2693196,-73.5809645,"Fort Edward-Glens Falls, New York",Fort Edward,NY,United States,,,,Railway Stations,,,,,,0,0
DVL,48.1106932,-98.86158479999999,"Devils Lake, North Dakota",Devils Lake,ND,United States,,,,Railway Stations,,,,,,0,0
FLO,34.1993274,-79.7575257,"Florence, South Carolina",Florence,SC,United States,,,,Railway Stations,,,,,,0,0
EFG,39.1170402,-88.5471977,"Effingham, Illinois",Effingham,IL,United States,,,,Railway Stations,,,,,,0,0
EWR,40.6895314,-74.1744624,"Newark Liberty International Airport, New Jersey",Newark,NJ,United States,,,,Railway Stations,,,,,,0,0
GGW,48.1949958,-106.6358614,"Glasgow, Montana",Glasgow,MT,United States,,,,Railway Stations,,,,,,0,0
GLN,42.0750001,-87.80568330000001,"Glenview, Illinois",Glenview,IL,United States,,,,Railway Stations,,,,,,0,0
GRR,42.9564194,-85.67861800000001,"Grand Rapids, Michigan",Grand Rapids,MI,United States,,,,Railway Stations,,,,,,0,0
GDL,34.1236768,-118.2589695,"Glendale, California",Glendale,CA,United States,,,,Railway Stations,,,,,,0,0
GAS,35.2676348,-81.1628817,"Gastonia, North Carolina",Gastonia,NC,United States,,,,Railway Stations,,,,,,0,0
GBB,40.944416,-90.3646278,"Galesburg, Illinois",Galesburg,IL,United States,,,,Railway Stations,,,,,,0,0
GLE,33.6249749,-97.1406976,"Gainesville, Texas",Gainesville,TX,United States,,,,Railway Stations,,,,,,0,0
GFK,47.91819539999999,-97.1119578,"Grand Forks, North Dakota",Grand Forks,ND,United States,,,,Railway Stations,,,,,,0,0
FTC,43.853788,-73.389681,"Ticonderoga, New York",Ticonderoga,NY,United States,,,,Railway Stations,,,,,,0,0
FNO,36.7388201,-119.7831228,"Fresno, California",Fresno,CA,United States,,,,Railway Stations,,,,,,0,0
GAC,37.4068838,-121.9671246,"Santa Clara (Great America), California",Santa Clara,CA,United States,,,,Railway Stations,,,,,,0,0
FTN,36.525275,-88.88818289999999,"Fulton, Kentucky",Fulton,KY,United States,,,,Railway Stations,,,,,,0,0
GTA,34.4376026,-119.8429508,"Goleta, California",Goleta,CA,United States,,,,Railway Stations,,,,,,0,0
FMT,37.55914730000001,-122.0073505,"Fremont (Trains, Capitol Buses), California",Fremont,CA,United States,,,,Railway Stations,,,,,,0,0
FTW,32.7525059,-97.32676400000001,"Fort Worth, Texas",Fort Worth,TX,United States,,,,Railway Stations,,,,,,0,0
GRO,36.0700891,-79.78819109999999,"Greensboro, North Carolina",Greensboro,NC,United States,,,,Railway Stations,,,,,,0,0
GRA,40.0847942,-105.9340361,"Granby, Colorado",Granby,CO,United States,,,,Railway Stations,,,,,,0,0
FAY,35.0551133,-78.88472940000001,"Fayetteville, North Carolina",Fayetteville,NC,United States,,,,Railway Stations,,,,,,0,0
FUL,33.8694554,-117.923756,"Fullerton, California",Fullerton,CA,United States,,,,Railway Stations,,,,,,0,0
GSC,39.5480212,-107.3231977,"Glenwood Springs, Colorado",Glenwood Springs,CO,United States,,,,Railway Stations,,,,,,0,0
GJT,39.0646037,-108.5705833,"Grand Junction, Colorado",Grand Junction,CO,United States,,,,Railway Stations,,,,,,0,0
FTL,26.1194674,-80.16997599999999,"Fort Lauderdale, Florida",Fort Lauderdale,FL,United States,,,,Railway Stations,,,,,,0,0
GRV,34.858514,-82.41351019999999,"Greenville, South Carolina",Greenville,SC,United States,,,,Railway Stations,,,,,,0,0
FRA,42.2761821,-71.4190887,"Framingham, Massachusetts",Framingham,MA,United States,,,,Railway Stations,,,,,,0,0
GFV,42.3002415,-83.2333161,"Greenfield Village, Michigan",Dearborn,MI,United States,,,,Railway Stations,,,,,,0,0
GRI,38.9933539,-110.1651865,"Green River, Utah",Green River,UT,United States,,,,Railway Stations,,,,,,0,0
GCK,37.9642,-100.8732946,"Garden City, Kansas",Garden City,KS,United States,,,,Railway Stations,,,,,,0,0
EXR,42.9813098,-70.957758,"Exeter, New Hampshire",Exeter,NH,United States,,,,Railway Stations,,,,,,0,0
FAR,46.88098799999999,-96.7851901,"Fargo, North Dakota",Fargo,ND,United States,,,,Railway Stations,,,,,,0,0
EXT,40.019918,-75.62148959999999,"Exton, Pennsylvania",Exton,PA,United States,,,,Railway Stations,,,,,,0,0
GLM,40.7527571,-87.99790329999999,"Gilman, Illinois",Gilman,IL,United States,,,,Railway Stations,,,,,,0,0
GPK,48.4422016,-113.2193442,"East Glacier Park, Montana",East Glacier Park,MT,United States,,,,Railway Stations,,,,,,0,0
HAV,48.5543087,-109.6790657,"Havre, Montana",Havre,MT,United States,,,,Railway Stations,,,,,,0,0
HAR,40.2611253,-76.87820169999999,"Harrisburg, Pennsylvania",Harrisburg,PA,United States,,,,Railway Stations,,,,,,0,0
GLP,35.5280233,-108.7428847,"Gallup, New Mexico",Gallup,NM,United States,,,,Railway Stations,,,,,,0,0
HLD,40.4361094,-99.371292,"Holdrege, Nebraska",Holdrege,NE,United States,,,,Railway Stations,,,,,,0,0
GUA,34.9629293,-120.5734668,"Guadalupe, California",Guadalupe,CA,United States,,,,Railway Stations,,,,,,0,0
HMW,41.56267340000001,-87.668662,"Homewood, Illinois",Homewood,IL,United States,,,,Railway Stations,,,,,,0,0
HBG,31.3270929,-89.2864075,"Hattiesburg, Mississippi",Hattiesburg,MS,United States,,,,Railway Stations,,,,,,0,0
HAY,37.6668123,-122.0988268,"Hayward, California",Hayward,CA,United States,,,,Railway Stations,,,,,,0,0
HNF,36.3260902,-119.6519805,"Hanford, California",Hanford,CA,United States,,,,Railway Stations,,,,,,0,0
HOM,42.7910808,-86.0974935,"Holland, Michigan",Holland,MI,United States,,,,Railway Stations,,,,,,0,0
GNS,34.2887268,-83.819597,"Gainesville, Georgia",Gainesville,GA,United States,,,,Railway Stations,,,,,,0,0
HOS,29.7673564,-95.3675217,"Houston, Texas",Houston,TX,United States,,,,Railway Stations,,,,,,0,0
HER,39.6850217,-110.8546162,"Helper, Utah",Helper,UT,United States,,,,Railway Stations,,,,,,0,0
GNB,40.3050212,-79.5469746,"Greensburg, Pennsylvania",Greensburg,PA,United States,,,,Railway Stations,,,,,,0,0
HOL,26.0118668,-80.1678324,"Hollywood, Florida",Hollywood,FL,United States,,,,Railway Stations,,,,,,0,0
HIN,37.6768,-80.88875469999999,"Hinton, West Virginia",Hinton,WV,United States,,,,Railway Stations,,,,,,0,0
HAS,40.5840227,-98.38762799999999,"Hastings, Nebraska",Hastings,NE,United States,,,,Railway Stations,,,,,,0,0
HMD,30.50691729999999,-90.46225860000001,"Hammond, Louisiana",Hammond,LA,United States,,,,Railway Stations,,,,,,0,0
LAP,40.029315,-92.492995,"La Plata, Missouri",La Plata,MO,United States,,,,Railway Stations,,,,,,0,0
HGD,40.4837559,-78.0109962,"Huntingdon, Pennsylvania",Huntingdon,PA,United States,,,,Railway Stations,,,,,,0,0
HAM,34.8827151,-79.69832579999999,"Hamlet, North Carolina",Hamlet,NC,United States,,,,Railway Stations,,,,,,0,0
HUD,42.2546516,-73.7973576,"Hudson, New York",Hudson,NY,United States,,,,Railway Stations,,,,,,0,0
HAZ,31.8631484,-90.3943616,"Hazlehurst, Mississippi",Hazlehurst,MS,United States,,,,Railway Stations,,,,,,0,0
HMI,41.6910817,-87.506592,"Hammond-Whiting, Indiana",Hammond,IN,United States,,,,Railway Stations,,,,,,0,0
HEM,38.707342,-91.432788,"Hermann, Missouri",Herman,MO,United States,,,,Railway Stations,,,,,,0,0
LAX,34.0561193,-118.2375219,"Los Angeles, California",Los Angeles,CA,United States,,,,Railway Stations,,,,,,0,0
GVB,35.1218684,-120.628917,"Grover Beach, California",Grover Beach,CA,United States,,,,Railway Stations,,,,,,0,0
GWD,33.5173705,-90.1764606,"Greenwood, Mississippi",Greenwood,MS,United States,,,,Railway Stations,,,,,,0,0
HHL,42.77268,-71.08588929999999,"Haverhill, Massachusetts",Haverhill,MA,United States,,,,Railway Stations,,,,,,0,0
HPT,35.957234,-80.0062375,"High Point, North Carolina",High Point,NC,United States,,,,Railway Stations,,,,,,0,0
LAU,31.6915157,-89.12826559999999,"Laurel, Mississippi",Laurel,MS,United States,,,,Railway Stations,,,,,,0,0
KTR,33.6635971,-79.82910509999999,"Kingstree, South Carolina",Kingstree,SC,United States,,,,Railway Stations,,,,,,0,0
LNC,40.0537419,-76.3071516,"Lancaster, Pennsylvania",Lancaster,PA,United States,,,,Railway Stations,,,,,,0,0
LEE,38.9126785,-94.3783311,"Lees Summit, Missouri",Lees Summit,MO,United States,,,,Railway Stations,,,,,,0,0
LEW,40.58909939999999,-77.5786972,"Lewistown, Pennsylvania",Lewistown,PA,United States,,,,Railway Stations,,,,,,0,0
LDB,32.3501909,-108.7068517,"Lordsburg, New Mexico",Lordsburg,NM,United States,,,,Railway Stations,,,,,,0,0
LFT,30.2250604,-92.0139233,"Lafayette, Louisiana",Lafayette,LA,United States,,,,Railway Stations,,,,,,0,0
LMR,38.0962031,-102.6197456,"Lamar, Colorado",Lamar,CO,United States,,,,Railway Stations,,,,,,0,0
LCH,30.2381477,-93.216871,"Lake Charles, Louisiana",Lake Charles,LA,United States,,,,Railway Stations,,,,,,0,0
LPE,43.04986299999999,-83.3055481,"Lapeer, Michigan",Lapeer,MI,United States,,,,Railway Stations,,,,,,0,0
LOR,38.70843199999999,-77.2205668,"Lorton (Auto Train), Virginia",Lorton,VA,United States,,,,Railway Stations,,,,,,0,0
LNK,40.815089,-96.7114148,"Lincoln, Nebraska",Lincoln,NE,United States,,,,Railway Stations,,,,,,0,0
ABE,39.50862559999999,-76.1614441,"Aberdeen, Maryland",Aberdeen,MD,United States,,,,Railway Stations,,,,,,0,0
LAB,40.3183715,-79.3854556,"Latrobe, Pennsylvania",Latrobe,PA,United States,,,,Railway Stations,,,,,,0,0
LMY,35.4763492,-105.892068,"Lamy, New Mexico",Lamy,NM,United States,,,,Railway Stations,,,,,,0,0
LIB,48.3949743,-115.5489683,"Libby, Montana",Libby,MT,United States,,,,Railway Stations,,,,,,0,0
LCN,40.147473,-89.3635599,"Lincoln, Illinois",Lincoln,IL,United States,,,,Railway Stations,,,,,,0,0
HFD,41.76785700000001,-72.68150390000001,"Hartford, Connecticut",Hartford,CT,United States,,,,Railway Stations,,,,,,0,0
LAF,40.4194209,-86.89613229999999,"Lafayette, Indiana",Lafayette,IN,United States,,,,Railway Stations,,,,,,0,0
HFY,39.3232101,-77.7297743,"Harpers Ferry, West Virginia",Harpers Ferry,WV,United States,,,,Railway Stations,,,,,,0,0
LEX,35.8211134,-80.2516347,"Lexington, North Carolina (Special Stop)",Lexington,NC,United States,,,,Railway Stations,,,,,,0,0
ABQ,35.08204130000001,-106.6478031,"Albuquerque, New Mexico",Albuquerque,NM,United States,,,,Railway Stations,,,,,,0,0
KWD,38.5809393,-90.40680100000002,"Kirkwood, Missouri",Kirkwood,MO,United States,,,,Railway Stations,,,,,,0,0
LNS,42.7189053,-84.4958819,"East Lansing, Michigan",East Lansing,MI,United States,,,,Railway Stations,,,,,,0,0
LOD,38.1332019,-121.2718146,"Lodi, California",Lodi,CA,United States,,,,Railway Stations,,,,,,0,0
LAG,41.81575290000001,-87.87103739999999,"La Grange, Illinois",La Grange,IL,United States,,,,Railway Stations,,,,,,0,0
LAJ,37.988346,-103.5432024,"La Junta, Colorado",La Junta,CO,United States,,,,Railway Stations,,,,,,0,0
LKL,28.0457377,-81.9519121,"Lakeland, Florida",Lakeland,FL,United States,,,,Railway Stations,,,,,,0,0
LAK,28.0457377,-81.9519121,"Lakeland, Florida",Lakeland,FL,United States,,,,Railway Stations,,,,,,0,0
ALX,38.8065736,-77.0628875,"Alexandria, Virginia",Alexandria,VA,United States,,,,Railway Stations,,,,,,0,0
ANA,33.8036168,-117.8825655,"Anaheim, California",Anaheim,CA,United States,,,,Railway Stations,,,,,,0,0
BAM,42.3141748,-86.1118692,"Bangor, Michigan",Bangor,MI,United States,,,,Railway Stations,,,,,,0,0
ALY,44.6302302,-123.103076,"Albany, Oregon",Albany,OR,United States,,,,Railway Stations,,,,,,0,0
ALT,40.5148035,-78.40155399999999,"Altoona, Pennsylvania",Altoona,PA,United States,,,,Railway Stations,,,,,,0,0
BEL,48.720146,-122.5106031,"Bellingham, Washington",Bellingham,WA,United States,,,,Railway Stations,,,,,,0,0
ACA,38.0173495,-121.8159208,"Antioch-Pittsburg, California",Antioch,CA,United States,,,,Railway Stations,,,,,,0,0
BFD,35.3721912,-119.0076905,"Bakersfield, California",Bakersfield,CA,United States,,,,Railway Stations,,,,,,0,0
BAR,34.90486569999999,-117.0245756,"Barstow (Amtrak), California",Barstow,CA,United States,,,,Railway Stations,,,,,,0,0
LRK,34.7501902,-92.2857666,"Little Rock, Arkansas",Little Rock,AR,United States,,,,Railway Stations,,,,,,0,0
ARB,42.2877987,-83.7432223,"Ann Arbor, Michigan",Ann Arbor,MI,United States,,,,Railway Stations,,,,,,0,0
BER,41.6356154,-72.76533839999999,"Berlin, Connecticut",Kensington,CT,United States,,,,Railway Stations,,,,,,0,0
ALP,30.3582018,-103.6618148,"Alpine, Texas",Alpine,TX,United States,,,,Railway Stations,,,,,,0,0
ALD,37.7243179,-80.6448262,"Alderson, West Virginia",Alderson,WV,United States,,,,Railway Stations,,,,,,0,0
ARN,38.9041731,-121.0825539,"Auburn, California",Auburn,CA,United States,,,,Railway Stations,,,,,,0,0
AKY,38.4810598,-82.6399411,"Ashland, Kentucky",Ashland,KY,United States,,,,Railway Stations,,,,,,0,0
ALN,38.90436529999999,-90.13535569999999,"Alton, Illinois",Alton,IL,United States,,,,Railway Stations,,,,,,0,0
ASD,37.7591937,-77.4812978,"Ashland, Virginia",Ashland,VA,United States,,,,Railway Stations,,,,,,0,0
AUS,30.269601,-97.75706009999999,"Austin, Texas",Austin,TX,United States,,,,Railway Stations,,,,,,0,0
ARD,40.0077343,-75.290745,"Ardmore, Pennsylvania",Ardmore,PA,United States,,,,Railway Stations,,,,,,0,0
ALI,42.2472931,-84.7557637,"Albion, Michigan",Albion,MI,United States,,,,Railway Stations,,,,,,0,0
ATL,33.7993995,-84.3925823,"Atlanta, Georgia",Atlanta,GA,United States,,,,Railway Stations,,,,,,0,0
ATN,33.6493491,-85.8319166,"Anniston, Alabama",Anniston,AL,United States,,,,Railway Stations,,,,,,0,0
AMM,42.3756757,-72.51155589999999,"Amherst, Massachusetts",Amherst,MA,United States,,,,Railway Stations,,,,,,0,0
BBY,42.3474192,-71.07531019999999,"Boston (Back Bay), Massachusetts",Boston,MA,United States,,,,Railway Stations,,,,,,0,0
LSE,43.833317,-91.24670499999999,"LaCrosse, Wisconsin",La Crosse,WI,United States,,,,Railway Stations,,,,,,0,0
LPS,34.6829861,-120.6049955,"Lompoc-Surf, California",Surf,CA,United States,,,,Railway Stations,,,,,,0,0
LSV,35.59354940000001,-105.213308,"Las Vegas, New Mexico",Las Vegas,NM,United States,,,,Railway Stations,,,,,,0,0
ADM,34.1727733,-97.12532589999999,"Ardmore, Oklahoma",Ardmore,OK,United States,,,,Railway Stations,,,,,,0,0
BEN,31.9684973,-110.2973925,"Benson, Arizona",Benson,AZ,United States,,,,Railway Stations,,,,,,0,0
LRC,38.9712703,-95.2303946,"Lawrence, Kansas",Lawrence,KS,United States,,,,Railway Stations,,,,,,0,0
ALC,40.9217805,-81.0958436,"Alliance, Ohio",Alliance,OH,United States,,,,Railway Stations,,,,,,0,0
ALB,42.6411686,-73.7408743,"Albany/Rensselaer, New York",Rensselaer,NY,United States,,,,Railway Stations,,,,,,0,0
ARK,34.1141703,-93.0529689,"Arkadelphia, Arkansas",Arkadelphia,AR,United States,,,,Railway Stations,,,,,,0,0
BFX,42.8783724,-78.8738166,"Buffalo (Exchange St), New York",Buffalo,NY,United States,,,,Railway Stations,,,,,,0,0
AMS,42.95368200000001,-74.2195315,"Amsterdam, New York",Amsterdam,NY,United States,,,,Railway Stations,,,,,,0,0
BHM,33.5125841,-86.8078264,"Birmingham, Alabama",Birmingham,AL,United States,,,,Railway Stations,,,,,,0,0
BUF,42.9071144,-78.72657579999999,"Buffalo (Depew), New York",Depew,NY,United States,,,,Railway Stations,,,,,,0,0
BTL,42.3166462,-85.1872908,"Battle Creek, Michigan",Battle Creek,MI,United States,,,,Railway Stations,,,,,,0,0
BON,42.36648719999999,-71.0621057,"Boston (North Station), Massachusetts",Boston,MA,United States,,,,Railway Stations,,,,,,0,0
BUR,34.1928049,-118.3517705,"Burbank (Airport), California",Burbank,CA,United States,,,,Railway Stations,,,,,,0,0
CEN,38.5278702,-89.1354803,"Centralia, Illinois",Centralia,IL,United States,,,,Railway Stations,,,,,,0,0
BWI,39.1924679,-76.6943881,"BWI Rail Station at Thurgood Marshall Airport, Mar",BWI Airport,MD,United States,,,,Railway Stations,,,,,,0,0
BRH,31.5795478,-90.44222959999999,"Brookhaven, Mississippi",Brookhaven,MS,United States,,,,Railway Stations,,,,,,0,0
BNG,45.7160159,-121.4696811,"Bingen-White Salmon, Washington",Bingen,WA,United States,,,,Railway Stations,,,,,,0,0
BRO,48.535493,-113.0123595,"Browning, Montana",Browning,MT,United States,,,,Railway Stations,,,,,,0,0
BRA,42.85080139999999,-72.5565657,"Brattleboro, Vermont",Brattleboro,VT,United States,,,,Railway Stations,,,,,,0,0
CDL,37.7243554,-89.2165909,"Carbondale, Illinois",Carbondale,IL,United States,,,,Railway Stations,,,,,,0,0
CHI,41.878671,-87.6394315,"Chicago (Union Station), Illinois",Chicago,IL,United States,,,,Railway Stations,,,,,,0,0
CBS,43.3407044,-89.0125862,"Columbus, Wisconsin",Columbus,WI,United States,,,,Railway Stations,,,,,,0,0
BAL,39.3073732,-76.6156601,"Baltimore (Penn Station), Maryland",Baltimore,MD,United States,,,,Railway Stations,,,,,,0,0
